mol_id,topology,n_nodes,n_edges,min_idx,max_idx,is_contiguous,exceeds_bounds,max_expected
789,branch,99,98,0,3822,False,True,98
790,comb,92,91,0,3043,False,True,91
791,branch,90,89,0,4292,False,True,89
792,branch,91,90,0,786,False,True,90
793,star,100,99,0,735,False,True,99
794,dendrimer,95,94,0,4699,False,True,94
795,branch,96,95,0,911,False,True,95
796,comb,98,97,0,2302,False,True,97
797,dendrimer,94,93,0,2377,False,True,93
798,star,99,98,0,1723,False,True,98
799,star,93,92,0,1390,False,True,92
800,star,91,90,0,2876,False,True,90
801,comb,92,91,0,2747,False,True,91
802,dendrimer,91,90,0,5307,False,True,90
803,dendrimer,91,90,0,608,False,True,90
804,branch,95,94,0,4816,False,True,94
805,branch,94,93,0,2154,False,True,93
806,star,99,98,0,1598,False,True,98
807,comb,92,91,0,4402,False,True,91
808,dendrimer,90,89,0,5525,False,True,89
809,dendrimer,95,94,0,1378,False,True,94
810,star,90,89,0,2349,False,True,89
811,comb,92,91,0,387,False,True,91
812,star,98,97,0,2582,False,True,97
813,dendrimer,93,92,0,2110,False,True,92
814,comb,100,99,0,4259,False,True,99
815,branch,100,99,0,2879,False,True,99
816,comb,95,94,0,3153,False,True,94
817,star,95,94,0,3454,False,True,94
818,star,90,89,0,2369,False,True,89
819,comb,92,91,0,679,False,True,91
820,branch,93,92,0,3593,False,True,92
821,branch,97,96,0,1026,False,True,96
822,comb,91,90,0,4746,False,True,90
823,comb,91,90,0,5610,False,True,90
824,dendrimer,94,93,0,1729,False,True,93
825,branch,90,89,0,701,False,True,89
826,comb,100,99,0,3435,False,True,99
827,dendrimer,97,96,0,1810,False,True,96
828,comb,95,94,0,2076,False,True,94
829,comb,94,93,0,893,False,True,93
830,star,90,89,0,981,False,True,89
831,dendrimer,93,92,0,4577,False,True,92
832,star,90,89,0,1891,False,True,89
833,comb,100,99,0,7209,False,True,99
834,branch,95,94,0,4699,False,True,94
835,comb,97,96,0,1810,False,True,96
836,cyclic,99,98,0,2426,False,True,98
837,star,93,92,0,1502,False,True,92
838,comb,90,89,0,1389,False,True,89
839,star,90,89,0,641,False,True,89
840,comb,92,91,0,931,False,True,91
841,branch,92,91,0,411,False,True,91
842,comb,94,93,0,1860,False,True,93
843,star,94,93,0,2755,False,True,93
844,star,92,91,0,1655,False,True,91
845,branch,95,94,0,2194,False,True,94
846,comb,91,90,0,936,False,True,90
847,branch,91,90,0,3090,False,True,90
848,branch,97,96,0,796,False,True,96
849,dendrimer,99,98,0,1898,False,True,98
850,branch,97,96,0,840,False,True,96
851,star,96,95,0,911,False,True,95
852,dendrimer,94,93,0,5913,False,True,93
853,comb,93,92,0,2116,False,True,92
854,comb,91,90,0,3090,False,True,90
855,dendrimer,93,92,0,758,False,True,92
856,branch,98,97,0,1293,False,True,97
857,comb,98,97,0,837,False,True,97
858,cyclic,92,91,0,3878,False,True,91
859,linear,94,93,0,3268,False,True,93
860,dendrimer,91,90,0,4317,False,True,90
861,dendrimer,96,95,0,3338,False,True,95
862,dendrimer,90,89,0,1889,False,True,89
863,dendrimer,99,98,0,2562,False,True,98
864,cyclic,93,92,0,6177,False,True,92
865,dendrimer,97,96,0,1810,False,True,96
866,dendrimer,98,97,0,1969,False,True,97
867,dendrimer,93,92,0,2627,False,True,92
868,dendrimer,98,97,0,4075,False,True,97
869,branch,98,97,0,4165,False,True,97
870,dendrimer,95,94,0,3153,False,True,94
871,branch,91,90,0,4317,False,True,90
872,dendrimer,98,97,0,1438,False,True,97
873,dendrimer,100,99,0,1495,False,True,99
874,linear,91,90,0,5610,False,True,90
875,dendrimer,91,90,0,2156,False,True,90
876,branch,98,97,0,3301,False,True,97
877,branch,100,99,0,2879,False,True,99
878,branch,99,98,0,2210,False,True,98
879,dendrimer,92,91,0,5125,False,True,91
880,branch,93,92,0,4929,False,True,92
881,dendrimer,100,99,0,1500,False,True,99
882,dendrimer,98,97,0,4027,False,True,97
883,dendrimer,95,94,0,1664,False,True,94
884,dendrimer,93,92,0,2627,False,True,92
885,star,96,95,0,3239,False,True,95
886,star,94,93,0,2157,False,True,93
887,branch,93,92,0,1390,False,True,92
888,star,100,99,0,1437,False,True,99
889,branch,95,94,0,5526,False,True,94
890,dendrimer,99,98,0,2584,False,True,98
891,star,100,99,0,3963,False,True,99
892,star,94,93,0,1860,False,True,93
893,comb,90,89,0,981,False,True,89
894,branch,96,95,0,6278,False,True,95
895,star,91,90,0,2156,False,True,90
896,branch,97,96,0,1730,False,True,96
897,star,97,96,0,1542,False,True,96
898,comb,98,97,0,4027,False,True,97
899,dendrimer,96,95,0,5495,False,True,95
900,comb,94,93,0,893,False,True,93
901,branch,92,91,0,3043,False,True,91
902,branch,100,99,0,2507,False,True,99
903,dendrimer,92,91,0,2891,False,True,91
904,comb,94,93,0,4737,False,True,93
905,star,97,96,0,1542,False,True,96
906,dendrimer,99,98,0,1598,False,True,98
907,comb,97,96,0,1542,False,True,96
908,dendrimer,93,92,0,4700,False,True,92
909,comb,96,95,0,915,False,True,95
910,branch,92,91,0,1655,False,True,91
911,dendrimer,97,96,0,1542,False,True,96
912,branch,92,91,0,331,False,True,91
913,branch,98,97,0,1285,False,True,97
914,dendrimer,97,96,0,2572,False,True,96
915,branch,95,94,0,824,False,True,94
916,dendrimer,99,98,0,3662,False,True,98
917,dendrimer,100,99,0,7209,False,True,99
918,comb,99,98,0,2798,False,True,98
919,branch,93,92,0,2627,False,True,92
920,branch,98,97,0,4075,False,True,97
921,comb,94,93,0,3121,False,True,93
922,comb,90,89,0,1979,False,True,89
923,branch,98,97,0,1285,False,True,97
924,branch,100,99,0,667,False,True,99
925,star,93,92,0,1390,False,True,92
926,branch,98,97,0,2582,False,True,97
927,branch,94,93,0,1860,False,True,93
928,dendrimer,99,98,0,2210,False,True,98
929,star,98,97,0,3826,False,True,97
930,star,95,94,0,2894,False,True,94
931,dendrimer,99,98,0,3089,False,True,98
932,dendrimer,97,96,0,4458,False,True,96
933,branch,100,99,0,1829,False,True,99
934,dendrimer,93,92,0,1970,False,True,92
935,comb,98,97,0,1576,False,True,97
936,comb,97,96,0,2970,False,True,96
937,dendrimer,93,92,0,2110,False,True,92
938,star,100,99,0,2379,False,True,99
939,star,91,90,0,2715,False,True,90
940,star,99,98,0,3290,False,True,98
941,branch,94,93,0,4393,False,True,93
942,star,91,90,0,1090,False,True,90
943,comb,99,98,0,2210,False,True,98
944,comb,92,91,0,6106,False,True,91
945,branch,99,98,0,3905,False,True,98
946,comb,91,90,0,2544,False,True,90
947,comb,93,92,0,2066,False,True,92
948,dendrimer,90,89,0,1065,False,True,89
949,comb,100,99,0,1719,False,True,99
950,branch,100,99,0,1167,False,True,99
951,star,92,91,0,1655,False,True,91
952,dendrimer,100,99,0,2757,False,True,99
953,comb,100,99,0,5527,False,True,99
954,branch,90,89,0,2697,False,True,89
955,dendrimer,98,97,0,3301,False,True,97
956,branch,93,92,0,1784,False,True,92
957,dendrimer,96,95,0,2588,False,True,95
958,star,92,91,0,5003,False,True,91
959,comb,100,99,0,5295,False,True,99
960,branch,94,93,0,3121,False,True,93
961,dendrimer,93,92,0,3593,False,True,92
962,star,94,93,0,5125,False,True,93
963,dendrimer,98,97,0,1785,False,True,97
964,star,93,92,0,1784,False,True,92
965,branch,100,99,0,3435,False,True,99
966,branch,100,100,0,99,True,False,99
967,star,90,90,0,89,True,False,89
968,dendrimer,91,91,0,90,True,False,90
969,branch,92,92,0,91,True,False,91
970,branch,93,93,0,92,True,False,92
971,dendrimer,94,94,0,93,True,False,93
972,star,95,95,0,94,True,False,94
973,dendrimer,96,96,0,95,True,False,95
974,dendrimer,97,97,0,96,True,False,96
975,branch,98,98,0,97,True,False,97
976,star,99,99,0,98,True,False,98
977,branch,100,99,0,99,True,False,99
978,dendrimer,100,99,0,99,True,False,99
979,comb,100,99,0,99,True,False,99
980,star,100,99,0,99,True,False,99
981,comb,100,99,0,99,True,False,99
982,comb,100,99,0,99,True,False,99
983,comb,100,99,0,99,True,False,99
984,dendrimer,100,99,0,99,True,False,99
985,comb,90,89,0,89,True,False,89
986,dendrimer,90,89,0,89,True,False,89
987,branch,90,89,0,89,True,False,89
988,dendrimer,90,89,0,89,True,False,89
989,dendrimer,90,89,0,89,True,False,89
990,branch,90,89,0,89,True,False,89
991,branch,90,89,0,89,True,False,89
992,branch,90,89,0,89,True,False,89
993,branch,90,89,0,89,True,False,89
994,star,91,90,0,90,True,False,90
995,branch,91,90,0,90,True,False,90
996,comb,91,90,0,90,True,False,90
997,dendrimer,91,90,0,90,True,False,90
998,star,91,90,0,90,True,False,90
999,dendrimer,91,90,0,90,True,False,90
1000,star,91,90,0,90,True,False,90
1001,dendrimer,91,90,0,90,True,False,90
1002,branch,91,90,0,90,True,False,90
1003,branch,92,91,0,91,True,False,91
1004,comb,92,91,0,91,True,False,91
1005,dendrimer,92,91,0,91,True,False,91
1006,dendrimer,92,91,0,91,True,False,91
1007,comb,92,91,0,91,True,False,91
1008,dendrimer,92,91,0,91,True,False,91
1009,star,92,91,0,91,True,False,91
1010,branch,92,91,0,91,True,False,91
1011,star,92,91,0,91,True,False,91
1012,branch,93,92,0,92,True,False,92
1013,star,93,92,0,92,True,False,92
1014,star,93,92,0,92,True,False,92
1015,comb,93,92,0,92,True,False,92
1016,comb,93,92,0,92,True,False,92
1017,branch,93,92,0,92,True,False,92
1018,comb,93,92,0,92,True,False,92
1019,comb,93,92,0,92,True,False,92
1020,comb,94,93,0,93,True,False,93
1021,comb,94,93,0,93,True,False,93
1022,branch,94,93,0,93,True,False,93
1023,dendrimer,94,93,0,93,True,False,93
1024,comb,94,93,0,93,True,False,93
1025,star,94,93,0,93,True,False,93
1026,comb,94,93,0,93,True,False,93
1027,branch,94,93,0,93,True,False,93
1028,comb,95,94,0,94,True,False,94
1029,branch,95,94,0,94,True,False,94
1030,star,95,94,0,94,True,False,94
1031,branch,95,94,0,94,True,False,94
1032,star,95,94,0,94,True,False,94
1033,star,95,94,0,94,True,False,94
1034,comb,95,94,0,94,True,False,94
1035,branch,95,94,0,94,True,False,94
1036,star,95,94,0,94,True,False,94
1037,branch,96,95,0,95,True,False,95
1038,star,96,95,0,95,True,False,95
1039,comb,96,95,0,95,True,False,95
1040,comb,96,95,0,95,True,False,95
1041,comb,96,95,0,95,True,False,95
1042,star,96,95,0,95,True,False,95
1043,star,96,95,0,95,True,False,95
1044,comb,96,95,0,95,True,False,95
1045,star,96,95,0,95,True,False,95
1046,comb,96,95,0,95,True,False,95
1047,comb,97,96,0,96,True,False,96
1048,comb,97,96,0,96,True,False,96
1049,comb,97,96,0,96,True,False,96
1050,comb,97,96,0,96,True,False,96
1051,star,97,96,0,96,True,False,96
1052,star,97,96,0,96,True,False,96
1053,star,97,96,0,96,True,False,96
1054,star,97,96,0,96,True,False,96
1055,star,98,97,0,97,True,False,97
1056,comb,98,97,0,97,True,False,97
1057,star,98,97,0,97,True,False,97
1058,star,98,97,0,97,True,False,97
1059,comb,98,97,0,97,True,False,97
1060,star,98,97,0,97,True,False,97
1061,star,98,97,0,97,True,False,97
1062,comb,98,97,0,97,True,False,97
1063,star,99,98,0,98,True,False,98
1064,star,99,98,0,98,True,False,98
1065,star,99,98,0,98,True,False,98
1066,star,99,98,0,98,True,False,98
1067,comb,99,98,0,98,True,False,98
1068,comb,99,98,0,98,True,False,98
1069,comb,100,99,0,99,True,False,99
1070,star,100,99,0,99,True,False,99
1071,comb,100,99,0,99,True,False,99
1072,comb,100,99,0,99,True,False,99
1073,comb,100,99,0,99,True,False,99
1074,branch,100,99,0,99,True,False,99
1075,star,100,99,0,99,True,False,99
1076,star,90,89,0,89,True,False,89
1077,branch,90,89,0,89,True,False,89
1078,star,90,89,0,89,True,False,89
1079,branch,90,89,0,89,True,False,89
1080,branch,90,89,0,89,True,False,89
1081,comb,91,90,0,90,True,False,90
1082,star,91,90,0,90,True,False,90
1083,dendrimer,91,90,0,90,True,False,90
1084,comb,91,90,0,90,True,False,90
1085,branch,91,90,0,90,True,False,90
1086,dendrimer,91,90,0,90,True,False,90
1087,comb,91,90,0,90,True,False,90
1088,dendrimer,91,90,0,90,True,False,90
1089,branch,91,90,0,90,True,False,90
1090,star,92,91,0,91,True,False,91
1091,branch,92,91,0,91,True,False,91
1092,star,92,91,0,91,True,False,91
1093,comb,92,91,0,91,True,False,91
1094,star,92,91,0,91,True,False,91
1095,branch,92,91,0,91,True,False,91
1096,cyclic,92,91,0,91,True,False,91
1097,branch,92,91,0,91,True,False,91
1098,linear,92,91,0,91,True,False,91
1099,branch,92,91,0,91,True,False,91
1100,branch,93,92,0,92,True,False,92
1101,comb,93,92,0,92,True,False,92
1102,branch,93,92,0,92,True,False,92
1103,dendrimer,93,92,0,92,True,False,92
1104,branch,93,92,0,92,True,False,92
1105,comb,93,92,0,92,True,False,92
1106,comb,93,92,0,92,True,False,92
1107,branch,93,92,0,92,True,False,92
1108,branch,93,92,0,92,True,False,92
1109,dendrimer,93,92,0,92,True,False,92
1110,comb,94,93,0,93,True,False,93
1111,dendrimer,94,93,0,93,True,False,93
1112,dendrimer,94,93,0,93,True,False,93
1113,star,94,93,0,93,True,False,93
1114,dendrimer,94,93,0,93,True,False,93
1115,branch,94,93,0,93,True,False,93
1116,star,94,93,0,93,True,False,93
1117,branch,95,94,0,94,True,False,94
1118,dendrimer,95,94,0,94,True,False,94
1119,branch,95,94,0,94,True,False,94
1120,star,95,94,0,94,True,False,94
1121,dendrimer,95,94,0,94,True,False,94
1122,dendrimer,95,94,0,94,True,False,94
1123,star,96,95,0,95,True,False,95
1124,comb,96,95,0,95,True,False,95
1125,branch,96,95,0,95,True,False,95
1126,dendrimer,96,95,0,95,True,False,95
1127,dendrimer,96,95,0,95,True,False,95
1128,star,96,95,0,95,True,False,95
1129,star,97,96,0,96,True,False,96
1130,star,97,96,0,96,True,False,96
1131,comb,97,96,0,96,True,False,96
1132,star,97,96,0,96,True,False,96
1133,dendrimer,97,96,0,96,True,False,96
1134,dendrimer,97,96,0,96,True,False,96
1135,branch,97,96,0,96,True,False,96
1136,star,98,97,0,97,True,False,97
1137,star,98,97,0,97,True,False,97
1138,comb,98,97,0,97,True,False,97
1139,star,98,97,0,97,True,False,97
1140,branch,98,97,0,97,True,False,97
1141,dendrimer,98,97,0,97,True,False,97
1142,dendrimer,98,97,0,97,True,False,97
1143,comb,99,98,0,98,True,False,98
1144,star,99,98,0,98,True,False,98
1145,dendrimer,99,98,0,98,True,False,98
1146,dendrimer,99,98,0,98,True,False,98
1147,dendrimer,99,98,0,98,True,False,98
1148,comb,99,98,0,98,True,False,98
1149,star,99,98,0,98,True,False,98
1150,branch,100,99,0,99,True,False,99
1151,dendrimer,100,99,0,99,True,False,99
1152,branch,90,89,0,89,True,False,89
1153,comb,90,89,0,89,True,False,89
1154,comb,90,89,0,89,True,False,89
1155,branch,90,89,0,89,True,False,89
1156,star,90,89,0,89,True,False,89
1157,dendrimer,90,89,0,89,True,False,89
1158,branch,91,90,0,90,True,False,90
1159,star,91,90,0,90,True,False,90
1160,dendrimer,91,90,0,90,True,False,90
1161,comb,91,90,0,90,True,False,90
1162,dendrimer,91,90,0,90,True,False,90
1163,dendrimer,91,90,0,90,True,False,90
1164,comb,91,90,0,90,True,False,90
1165,star,91,90,0,90,True,False,90
1166,branch,92,91,0,91,True,False,91
1167,dendrimer,92,91,0,91,True,False,91
1168,comb,93,92,0,92,True,False,92
1169,dendrimer,93,92,0,92,True,False,92
1170,comb,93,92,0,92,True,False,92
1171,comb,93,92,0,92,True,False,92
1172,branch,93,92,0,92,True,False,92
1173,comb,93,92,0,92,True,False,92
1174,branch,93,92,0,92,True,False,92
1175,branch,94,93,0,93,True,False,93
1176,star,94,93,0,93,True,False,93
1177,branch,94,93,0,93,True,False,93
1178,dendrimer,94,93,0,93,True,False,93
1179,star,95,94,0,94,True,False,94
1180,star,95,94,0,94,True,False,94
1181,star,95,94,0,94,True,False,94
1182,star,95,94,0,94,True,False,94
1183,branch,96,95,0,95,True,False,95
1184,dendrimer,96,95,0,95,True,False,95
1185,branch,96,95,0,95,True,False,95
1186,comb,96,95,0,95,True,False,95
1187,dendrimer,96,95,0,95,True,False,95
1188,dendrimer,97,96,0,96,True,False,96
1189,cyclic,97,96,0,96,True,False,96
1190,star,98,97,0,97,True,False,97
1191,comb,98,97,0,97,True,False,97
1192,branch,98,97,0,97,True,False,97
1193,dendrimer,98,97,0,97,True,False,97
1194,star,99,98,0,98,True,False,98
1195,comb,100,99,0,99,True,False,99
1196,dendrimer,100,99,0,99,True,False,99
1197,branch,90,89,0,89,True,False,89
1198,star,91,90,0,90,True,False,90
1199,dendrimer,92,91,0,91,True,False,91
1200,dendrimer,93,92,0,92,True,False,92
1201,comb,93,92,0,92,True,False,92
1202,dendrimer,94,93,0,93,True,False,93
1203,comb,94,93,0,93,True,False,93
1204,linear,95,94,0,94,True,False,94
1205,dendrimer,97,96,0,96,True,False,96
1206,star,97,96,0,96,True,False,96
1207,dendrimer,98,97,0,97,True,False,97
1208,comb,98,97,0,97,True,False,97
1209,cyclic,99,98,0,98,True,False,98
1210,star,99,98,0,98,True,False,98
1211,comb,99,98,0,98,True,False,98
1212,branch,99,98,0,98,True,False,98
1213,star,100,99,0,99,True,False,99
1214,branch,100,99,0,99,True,False,99
1215,dendrimer,100,99,0,99,True,False,99
1216,star,90,89,0,89,True,False,89
1217,comb,90,89,0,89,True,False,89
1218,branch,90,89,0,89,True,False,89
1219,branch,90,89,0,89,True,False,89
1220,star,90,89,0,89,True,False,89
1221,branch,91,90,0,90,True,False,90
1222,branch,94,93,0,93,True,False,93
1223,branch,94,93,0,93,True,False,93
1224,dendrimer,94,93,0,93,True,False,93
1225,dendrimer,95,94,0,94,True,False,94
1226,dendrimer,95,94,0,94,True,False,94
1227,comb,95,94,0,94,True,False,94
1228,star,95,94,0,94,True,False,94
1229,dendrimer,96,95,0,95,True,False,95
1230,dendrimer,96,95,0,95,True,False,95
1231,dendrimer,96,95,0,95,True,False,95
1232,branch,96,95,0,95,True,False,95
1233,star,97,96,0,96,True,False,96
1234,branch,97,96,0,96,True,False,96
1235,dendrimer,97,96,0,96,True,False,96
1236,branch,98,97,0,97,True,False,97
1237,dendrimer,98,97,0,97,True,False,97
1238,dendrimer,98,97,0,97,True,False,97
1239,star,99,98,0,98,True,False,98
1240,comb,99,98,0,98,True,False,98
1241,star,99,98,0,98,True,False,98
1242,dendrimer,100,99,0,99,True,False,99
1243,dendrimer,100,99,0,99,True,False,99
1244,star,100,99,0,99,True,False,99
1245,dendrimer,100,99,0,99,True,False,99
1246,branch,100,99,0,99,True,False,99
1247,comb,100,99,0,99,True,False,99
1248,comb,100,99,0,99,True,False,99
1249,branch,100,99,0,99,True,False,99
1250,star,90,89,0,89,True,False,89
1251,dendrimer,90,89,0,89,True,False,89
1252,branch,90,89,0,89,True,False,89
1253,star,90,89,0,89,True,False,89
1254,comb,91,90,0,90,True,False,90
1255,dendrimer,91,90,0,90,True,False,90
1256,dendrimer,92,91,0,91,True,False,91
1257,star,92,91,0,91,True,False,91
1258,comb,92,91,0,91,True,False,91
1259,branch,92,91,0,91,True,False,91
1260,star,92,91,0,91,True,False,91
1261,comb,92,91,0,91,True,False,91
1262,comb,92,91,0,91,True,False,91
1263,star,92,91,0,91,True,False,91
1264,star,93,92,0,92,True,False,92
1265,comb,93,92,0,92,True,False,92
1266,star,93,92,0,92,True,False,92
1267,dendrimer,94,93,0,93,True,False,93
1268,branch,94,93,0,93,True,False,93
1269,comb,94,93,0,93,True,False,93
1270,branch,94,93,0,93,True,False,93
1271,dendrimer,94,93,0,93,True,False,93
1272,branch,94,93,0,93,True,False,93
1273,star,95,94,0,94,True,False,94
1274,branch,95,94,0,94,True,False,94
1275,star,95,94,0,94,True,False,94
1276,branch,95,94,0,94,True,False,94
1277,dendrimer,95,94,0,94,True,False,94
1278,star,95,94,0,94,True,False,94
1279,comb,96,95,0,95,True,False,95
1280,dendrimer,96,95,0,95,True,False,95
1281,comb,96,95,0,95,True,False,95
1282,star,96,95,0,95,True,False,95
1283,branch,96,95,0,95,True,False,95
1284,star,97,96,0,96,True,False,96
1285,branch,97,96,0,96,True,False,96
1286,dendrimer,97,96,0,96,True,False,96
1287,dendrimer,97,96,0,96,True,False,96
1288,dendrimer,97,96,0,96,True,False,96
1289,comb,97,96,0,96,True,False,96
1290,dendrimer,97,96,0,96,True,False,96
1291,star,97,96,0,96,True,False,96
1292,branch,98,97,0,97,True,False,97
1293,branch,98,97,0,97,True,False,97
1294,dendrimer,98,97,0,97,True,False,97
1295,comb,98,97,0,97,True,False,97
1296,dendrimer,98,97,0,97,True,False,97
1297,branch,98,97,0,97,True,False,97
1298,dendrimer,99,98,0,98,True,False,98
1299,star,99,98,0,98,True,False,98
1300,comb,99,98,0,98,True,False,98
1301,branch,99,98,0,98,True,False,98
1302,comb,99,98,0,98,True,False,98
1303,comb,99,98,0,98,True,False,98
1304,comb,99,98,0,98,True,False,98
1305,comb,99,98,0,98,True,False,98
1306,dendrimer,99,98,0,98,True,False,98
1307,comb,100,99,0,99,True,False,99
1308,comb,90,89,0,89,True,False,89
1309,branch,91,90,0,90,True,False,90
1310,branch,92,91,0,91,True,False,91
1311,comb,93,92,0,92,True,False,92
1312,star,94,93,0,93,True,False,93
1313,star,95,94,0,94,True,False,94
1314,branch,96,95,0,95,True,False,95
1315,comb,97,96,0,96,True,False,96
1316,comb,98,97,0,97,True,False,97
1317,comb,99,98,0,98,True,False,98
1318,branch,91,90,0,90,True,False,90
1319,star,100,99,0,99,True,False,99
1320,branch,97,96,0,96,True,False,96
1321,star,92,91,0,91,True,False,91
1322,branch,99,98,0,98,True,False,98
1323,star,91,90,0,90,True,False,90
1324,comb,97,96,0,96,True,False,96
1325,comb,91,90,0,90,True,False,90
1326,branch,96,95,0,95,True,False,95
1327,comb,91,90,0,90,True,False,90
1328,comb,94,93,0,93,True,False,93
1329,comb,97,96,0,96,True,False,96
1330,star,100,99,0,99,True,False,99
1331,star,93,92,0,92,True,False,92
1332,star,97,96,0,96,True,False,96
1333,comb,91,90,0,90,True,False,90
1334,star,96,95,0,95,True,False,95
1335,comb,91,90,0,90,True,False,90
1336,comb,97,96,0,96,True,False,96
1337,star,92,91,0,91,True,False,91
1338,comb,99,98,0,98,True,False,98
1339,comb,97,96,0,96,True,False,96
1340,star,91,90,0,90,True,False,90
1341,comb,100,99,0,99,True,False,99
